Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Posture
2023-10-01 23:52:45,0.0645,-0.0143,0.974,1.04,-2.2,0.24,-10.5,39.56,-6.68,supine
2023-10-01 23:52:45,0.0646,-0.0145,0.9734,0.92,-2.2,0.0,-10.96,39.99,-3.23,supine
2023-10-01 23:52:45,0.0653,-0.0145,0.9738,1.16,-2.38,0.24,-10.35,39.56,-6.85,supine
2023-10-01 23:52:45,0.0669,-0.0135,0.9733,0.79,-2.26,0.0,-10.22,39.67,-8.89,supine
2023-10-01 23:52:45,0.0653,-0.015,0.9736,0.92,-2.26,0.18,-10.16,39.99,-6.95,supine
2023-10-01 23:52:45,0.0653,-0.0137,0.974,0.92,-2.26,0.18,-9.97,40.59,-5.79,supine
2023-10-01 23:52:45,0.0632,-0.0155,0.974,0.92,-2.2,0.18,-10.12,39.67,-7.56,supine
2023-10-01 23:52:45,0.0665,-0.0134,0.9745,0.85,-2.2,0.24,-10.42,39.06,-8.47,supine
2023-10-01 23:52:45,0.0657,-0.0134,0.9751,0.79,-2.32,0.12,-9.9,39.9,-5.44,supine
2023-10-01 23:52:46,0.0652,-0.0122,0.9745,0.73,-2.2,0.12,-10.06,40.08,-5.46,supine
2023-10-01 23:52:46,0.0656,-0.0153,0.9745,0.92,-2.32,0.12,-10.85,39.69,-7.32,supine
2023-10-01 23:52:46,0.0653,-0.0121,0.9722,1.04,-2.26,0.24,-10.45,40.36,-6.53,supine
2023-10-01 23:52:46,0.0642,-0.0138,0.9738,0.92,-2.2,0.12,-9.84,40.77,-5.31,supine
2023-10-01 23:52:46,0.0656,-0.0121,0.972,0.98,-2.38,0.31,-10.05,40.42,-7.9,supine
2023-10-01 23:52:46,0.0663,-0.011,0.9729,0.79,-2.2,0.24,-10.21,40.21,-7.54,supine
2023-10-01 23:52:46,0.0641,-0.0167,0.9742,0.98,-2.14,0.18,-9.8,40.55,-5.91,supine
2023-10-01 23:52:46,0.0654,-0.0099,0.9729,0.98,-2.38,0.06,-9.73,40.04,-6.23,supine
2023-10-01 23:52:46,0.0569,-0.0142,0.9735,1.04,-2.56,0.12,-10.5,40.12,-8.28,supine
2023-10-01 23:52:46,0.0702,-0.0139,0.9725,1.04,-2.14,0.06,-10.39,40.05,-6.96,supine
